Memory Length,12500,
Trigger Level,1.990E+00,
Source,CH1,
Vertical Units,V,
Vertical Scale,5.000E-02,
Vertical Position,-4.400E-02,
Horizontal Units,s,
Horizontal Scale,2.500E-03,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
Sampling Period,4.000E-06,
Firmware,V1.09,
Time,28-Feb-18 20:17,
Waveform Data,
45,
41,
38,
34,
32,
29,
27,
25,
24,
23,
22,
23,
23,
24,
27,
30,
33,
36,
40,
43,
48,
52,
55,
59,
63,
67,
71,
74,
78,
81,
84,
86,
88,
88,
89,
89,
87,
87,
84,
81,
77,
74,
70,
65,
61,
57,
52,
47,
44,
40,
37,
34,
31,
29,
27,
24,
23,
22,
21,
21,
21,
22,
23,
24,
27,
30,
32,
36,
40,
42,
47,
50,
53,
56,
59,
62,
66,
69,
71,
74,
76,
78,
80,
79,
79,
78,
76,
74,
71,
67,
64,
60,
54,
50,
45,
41,
38,
34,
32,
29,
27,
25,
23,
22,
22,
22,
22,
24,
25,
27,
31,
33,
37,
39,
43,
46,
49,
53,
56,
58,
61,
64,
67,
70,
73,
75,
77,
78,
79,
78,
78,
77,
76,
74,
71,
68,
65,
61,
58,
53,
49,
45,
42,
38,
35,
32,
29,
27,
25,
24,
22,
21,
20,
20,
21,
22,
23,
25,
28,
32,
35,
38,
42,
46,
50,
52,
56,
60,
63,
66,
69,
72,
74,
77,
78,
79,
79,
78,
77,
75,
73,
70,
66,
63,
59,
55,
50,
46,
43,
39,
36,
33,
31,
28,
26,
25,
24,
23,
23,
23,
24,
25,
27,
30,
33,
36,
40,
43,
47,
51,
54,
58,
61,
64,
68,
71,
73,
76,
79,
81,
82,
83,
83,
82,
82,
80,
77,
74,
71,
68,
64,
59,
55,
51,
47,
43,
40,
36,
33,
30,
28,
26,
24,
23,
22,
21,
21,
22,
23,
24,
26,
29,
32,
36,
40,
44,
48,
51,
55,
59,
62,
65,
68,
71,
75,
77,
80,
81,
82,
84,
83,
83,
82,
80,
77,
74,
71,
67,
63,
59,
55,
50,
46,
42,
38,
36,
32,
29,
27,
26,
24,
24,
23,
23,
24,
25,
27,
30,
34,
37,
41,
45,
49,
51,
55,
58,
61,
64,
67,
70,
73,
75,
76,
76,
76,
76,
75,
74,
72,
70,
67,
64,
60,
56,
52,
48,
44,
41,
38,
35,
32,
30,
28,
25,
24,
22,
21,
21,
21,
21,
22,
22,
24,
26,
29,
32,
35,
39,
42,
46,
50,
53,
56,
59,
62,
65,
68,
71,
73,
75,
77,
77,
77,
77,
75,
74,
71,
69,
66,
62,
59,
54,
50,
46,
43,
39,
36,
33,
31,
28,
27,
25,
24,
24,
24,
25,
26,
28,
31,
34,
38,
41,
45,
49,
52,
55,
59,
61,
64,
67,
70,
73,
75,
77,
78,
78,
78,
79,
78,
76,
75,
73,
70,
67,
63,
59,
55,
52,
48,
44,
41,
38,
35,
32,
30,
28,
26,
25,
24,
23,
23,
23,
23,
24,
27,
29,
32,
36,
40,
44,
48,
52,
56,
60,
63,
67,
69,
72,
75,
78,
79,
80,
81,
81,
81,
80,
78,
76,
73,
70,
66,
62,
58,
54,
49,
46,
42,
38,
35,
32,
30,
27,
26,
25,
24,
23,
23,
23,
24,
25,
28,
31,
35,
38,
42,
46,
50,
54,
57,
60,
62,
66,
68,
71,
73,
75,
77,
77,
78,
77,
76,
76,
73,
71,
68,
65,
61,
57,
53,
49,
45,
42,
38,
35,
32,
30,
27,
26,
24,
23,
22,
21,
21,
22,
22,
23,
27,
30,
34,
38,
42,
48,
52,
56,
60,
64,
68,
70,
74,
77,
78,
80,
81,
81,
81,
80,
79,
77,
74,
72,
68,
64,
60,
57,
52,
48,
45,
41,
38,
35,
32,
30,
27,
26,
24,
23,
22,
21,
21,
21,
21,
22,
24,
27,
31,
35,
40,
45,
50,
55,
60,
65,
69,
72,
75,
78,
80,
81,
82,
82,
80,
79,
77,
75,
72,
68,
65,
60,
56,
51,
47,
43,
40,
36,
33,
30,
29,
26,
24,
23,
22,
21,
21,
20,
21,
20,
21,
23,
25,
27,
30,
34,
39,
43,
48,
54,
60,
66,
71,
76,
80,
85,
88,
89,
91,
90,
90,
88,
86,
83,
79,
75,
71,
66,
61,
57,
52,
47,
43,
40,
36,
32,
30,
28,
26,
24,
23,
21,
21,
21,
20,
20,
21,
21,
23,
26,
28,
33,
37,
42,
48,
54,
60,
66,
72,
77,
81,
85,
87,
89,
88,
88,
87,
84,
81,
77,
72,
68,
63,
58,
53,
48,
45,
40,
37,
34,
31,
28,
27,
25,
23,
22,
21,
21,
20,
20,
19,
19,
20,
21,
22,
23,
25,
28,
32,
37,
42,
50,
56,
62,
68,
74,
80,
84,
87,
89,
90,
90,
89,
88,
84,
81,
76,
72,
67,
61,
56,
51,
47,
43,
39,
36,
33,
30,
27,
25,
24,
22,
21,
20,
20,
19,
19,
19,
20,
21,
22,
24,
27,
30,
35,
41,
47,
55,
61,
68,
74,
79,
84,
88,
90,
92,
93,
92,
91,
89,
86,
82,
77,
73,
69,
63,
58,
53,
48,
44,
40,
37,
34,
31,
29,
27,
25,
24,
23,
22,
21,
20,
20,
20,
20,
21,
23,
24,
27,
31,
36,
40,
46,
53,
60,
66,
71,
76,
81,
84,
87,
88,
88,
87,
86,
83,
80,
77,
74,
71,
67,
62,
59,
55,
50,
47,
43,
40,
37,
34,
32,
30,
28,
26,
25,
23,
23,
22,
21,
22,
21,
22,
24,
25,
28,
32,
36,
41,
47,
52,
57,
62,
66,
70,
73,
75,
77,
78,
78,
77,
75,
73,
71,
68,
65,
63,
60,
57,
55,
51,
49,
46,
43,
40,
37,
35,
32,
31,
29,
27,
26,
24,
23,
23,
23,
23,
24,
25,
28,
32,
36,
42,
47,
52,
57,
62,
66,
69,
72,
73,
75,
76,
76,
75,
74,
72,
72,
69,
67,
65,
63,
61,
58,
56,
54,
52,
51,
48,
46,
44,
42,
40,
38,
36,
34,
32,
30,
28,
28,
27,
26,
26,
26,
28,
31,
34,
39,
45,
50,
56,
61,
65,
69,
72,
73,
73,
73,
72,
71,
69,
67,
66,
63,
61,
60,
58,
56,
54,
52,
51,
49,
48,
47,
46,
44,
43,
42,
41,
39,
38,
36,
34,
33,
31,
30,
29,
28,
29,
29,
30,
33,
37,
42,
46,
52,
57,
62,
66,
70,
72,
74,
74,
74,
72,
70,
68,
65,
63,
60,
58,
56,
54,
53,
51,
50,
50,
48,
48,
48,
47,
46,
46,
45,
45,
43,
43,
42,
41,
39,
38,
36,
35,
34,
34,
35,
36,
38,
41,
45,
49,
55,
59,
64,
67,
70,
72,
72,
72,
71,
69,
67,
64,
61,
58,
55,
52,
49,
47,
44,
43,
43,
42,
42,
41,
41,
42,
42,
42,
42,
43,
42,
42,
42,
41,
41,
40,
40,
40,
39,
39,
40,
41,
43,
46,
49,
54,
58,
62,
65,
67,
69,
70,
71,
70,
69,
67,
65,
63,
61,
57,
54,
51,
48,
46,
43,
41,
40,
39,
39,
38,
38,
39,
38,
39,
39,
39,
40,
40,
40,
39,
40,
40,
40,
40,
40,
40,
41,
42,
44,
45,
48,
52,
55,
58,
60,
62,
63,
64,
65,
65,
65,
64,
63,
61,
60,
57,
56,
53,
50,
48,
45,
43,
41,
39,
37,
36,
36,
34,
34,
34,
34,
35,
35,
36,
37,
37,
37,
38,
38,
39,
40,
41,
42,
45,
47,
50,
53,
56,
59,
61,
64,
66,
66,
67,
68,
68,
68,
68,
67,
67,
66,
65,
64,
64,
64,
63,
62,
62,
62,
62,
63,
63,
64,
65,
66,
67,
68,
68,
68,
67,
65,
62,
59,
56,
53,
51,
49,
47,
45,
43,
42,
40,
39,
37,
36,
35,
34,
33,
32,
31,
31,
31,
30,
30,
30,
29,
29,
29,
29,
29,
29,
29,
30,
30,
30,
31,
32,
33,
34,
35,
37,
39,
41,
43,
44,
46,
48,
50,
52,
53,
55,
56,
57,
59,
60,
60,
61,
61,
62,
62,
63,
63,
64,
64,
65,
65,
66,
67,
68,
68,
68,
68,
68,
66,
63,
61,
58,
56,
54,
51,
49,
47,
46,
45,
44,
43,
43,
43,
42,
42,
42,
41,
40,
39,
38,
38,
36,
36,
35,
35,
35,
34,
35,
35,
35,
36,
37,
37,
38,
39,
40,
41,
43,
43,
45,
46,
48,
49,
51,
52,
55,
57,
59,
61,
63,
65,
67,
69,
71,
72,
74,
75,
75,
75,
75,
74,
73,
70,
68,
66,
63,
61,
58,
55,
53,
51,
49,
47,
45,
44,
43,
43,
43,
43,
43,
42,
42,
42,
42,
43,
42,
43,
42,
41,
41,
40,
39,
39,
39,
39,
40,
40,
42,
44,
46,
49,
52,
54,
58,
60,
62,
64,
66,
68,
69,
71,
72,
73,
74,
75,
75,
76,
76,
77,
77,
78,
79,
79,
80,
80,
81,
82,
83,
83,
82,
83,
81,
80,
77,
74,
70,
66,
60,
57,
52,
49,
46,
44,
42,
42,
41,
42,
41,
42,
42,
43,
43,
43,
44,
44,
44,
44,
44,
44,
44,
45,
45,
45,
46,
46,
47,
48,
50,
51,
53,
55,
57,
60,
62,
64,
67,
69,
72,
74,
76,
79,
80,
82,
83,
84,
83,
83,
83,
81,
80,
78,
76,
74,
71,
69,
64,
60,
57,
53,
50,
45,
43,
40,
38,
36,
34,
33,
32,
32,
32,
33,
33,
34,
35,
36,
37,
37,
38,
39,
40,
41,
41,
43,
44,
45,
47,
48,
50,
52,
54,
56,
59,
62,
64,
67,
70,
73,
75,
77,
79,
81,
81,
82,
81,
81,
79,
77,
76,
74,
71,
68,
65,
62,
59,
56,
53,
49,
46,
43,
41,
38,
36,
34,
32,
30,
29,
28,
27,
26,
25,
24,
24,
25,
25,
25,
25,
25,
26,
27,
28,
29,
30,
32,
33,
35,
36,
37,
38,
40,
42,
42,
44,
47,
48,
51,
54,
56,
59,
62,
64,
68,
70,
73,
76,
76,
77,
77,
76,
74,
72,
68,
65,
60,
56,
52,
48,
44,
41,
38,
36,
33,
31,
29,
27,
26,
25,
24,
23,
23,
22,
21,
21,
21,
21,
20,
20,
20,
20,
21,
21,
22,
23,
24,
25,
26,
27,
29,
31,
33,
34,
37,
38,
40,
43,
45,
48,
52,
55,
59,
63,
66,
70,
73,
75,
76,
78,
78,
78,
77,
74,
71,
67,
63,
59,
54,
50,
45,
41,
37,
35,
32,
29,
28,
26,
25,
23,
22,
22,
21,
21,
21,
20,
21,
21,
22,
21,
22,
23,
23,
25,
26,
26,
28,
29,
30,
32,
34,
35,
36,
38,
41,
43,
45,
47,
49,
52,
54,
57,
59,
62,
66,
68,
72,
76,
79,
83,
86,
88,
90,
90,
91,
90,
87,
83,
80,
74,
69,
63,
58,
52,
47,
42,
38,
35,
32,
29,
27,
25,
24,
22,
22,
21,
21,
20,
20,
19,
19,
20,
20,
20,
21,
22,
22,
24,
25,
26,
28,
29,
31,
33,
36,
38,
40,
44,
47,
51,
54,
58,
62,
66,
69,
73,
77,
80,
84,
86,
90,
93,
94,
96,
97,
98,
98,
97,
96,
93,
88,
83,
78,
73,
66,
60,
55,
49,
44,
40,
36,
33,
30,
27,
25,
24,
22,
21,
20,
20,
20,
20,
21,
22,
22,
24,
25,
28,
31,
34,
37,
41,
45,
50,
55,
59,
64,
68,
73,
77,
80,
84,
87,
89,
92,
94,
96,
97,
98,
99,
100,
100,
100,
100,
99,
97,
96,
93,
90,
86,
81,
77,
72,
66,
62,
56,
51,
46,
42,
38,
35,
32,
29,
27,
25,
23,
22,
21,
20,
20,
19,
20,
20,
20,
22,
22,
24,
27,
29,
32,
35,
39,
44,
49,
53,
59,
63,
69,
74,
77,
82,
85,
88,
91,
93,
95,
95,
95,
95,
94,
93,
90,
88,
85,
82,
78,
74,
70,
66,
62,
58,
53,
49,
45,
41,
39,
35,
33,
30,
28,
26,
24,
23,
22,
20,
20,
19,
19,
18,
18,
17,
18,
18,
18,
19,
20,
22,
24,
26,
28,
32,
36,
40,
45,
50,
56,
62,
67,
72,
78,
82,
86,
89,
91,
93,
92,
91,
90,
88,
85,
81,
78,
74,
69,
65,
59,
56,
52,
47,
43,
39,
