Memory Length,12500,
37,
34,
31,
29,
27,
25,
24,
22,
21,
20,
20,
19,
18,
18,
18,
17,
18,
17,
18,
18,
18,
20,
20,
21,
23,
24,
26,
29,
31,
34,
38,
42,
45,
50,
55,
59,
64,
68,
72,
75,
78,
81,
83,
85,
84,
85,
84,
82,
80,
76,
72,
68,
63,
58,
53,
48,
43,
39,
35,
33,
29,
27,
25,
23,
23,
21,
21,
20,
20,
20,
21,
21,
22,
23,
23,
24,
26,
27,
29,
31,
33,
36,
38,
41,
44,
47,
50,
54,
57,
61,
64,
67,
70,
73,
75,
77,
80,
81,
84,
85,
85,
86,
85,
84,
83,
82,
79,
77,
74,
69,
65,
59,
54,
49,
44,
40,
36,
33,
30,
28,
26,
24,
24,
22,
21,
22,
22,
22,
23,
24,
25,
27,
29,
31,
33,
37,
40,
43,
46,
50,
54,
57,
60,
63,
66,
69,
71,
73,
76,
77,
79,
80,
81,
81,
81,
81,
81,
80,
79,
78,
78,
76,
75,
74,
72,
70,
67,
64,
61,
57,
53,
49,
44,
41,
37,
34,
31,
29,
27,
25,
24,
23,
23,
23,
23,
24,
24,
26,
28,
30,
33,
37,
40,
45,
49,
53,
58,
62,
66,
69,
72,
75,
78,
80,
81,
82,
83,
83,
83,
81,
80,
79,
78,
77,
75,
73,
71,
68,
66,
63,
59,
56,
52,
49,
45,
41,
38,
36,
33,
30,
28,
26,
25,
23,
22,
21,
21,
20,
21,
21,
21,
22,
23,
24,
25,
27,
30,
32,
35,
39,
43,
47,
51,
55,
59,
62,
66,
69,
72,
75,
77,
77,
78,
78,
77,
76,
75,
74,
72,
70,
68,
65,
62,
59,
55,
51,
47,
43,
40,
36,
33,
31,
29,
26,
25,
24,
23,
22,
22,
22,
22,
23,
23,
24,
25,
26,
28,
30,
32,
34,
37,
40,
43,
46,
49,
53,
57,
60,
63,
65,
69,
71,
73,
76,
76,
77,
78,
78,
78,
76,
75,
74,
72,
70,
68,
66,
63,
59,
56,
52,
48,
43,
40,
36,
33,
30,
27,
26,
24,
23,
22,
21,
21,
21,
21,
22,
23,
24,
25,
27,
29,
32,
35,
38,
41,
44,
48,
52,
55,
59,
62,
64,
68,
70,
73,
75,
76,
78,
79,
79,
79,
79,
79,
78,
76,
75,
74,
73,
71,
70,
68,
65,
62,
60,
56,
53,
49,
45,
41,
37,
34,
31,
28,
27,
25,
24,
23,
22,
23,
23,
24,
26,
28,
31,
33,
37,
41,
45,
50,
55,
60,
64,
68,
71,
75,
78,
79,
81,
82,
82,
81,
81,
80,
79,
78,
76,
74,
72,
69,
67,
64,
61,
57,
54,
51,
46,
43,
39,
36,
33,
31,
28,
26,
24,
23,
21,
21,
20,
20,
19,
20,
20,
20,
22,
23,
24,
27,
29,
31,
34,
38,
41,
45,
50,
54,
59,
62,
66,
70,
73,
76,
79,
80,
82,
83,
83,
82,
82,
80,
79,
77,
74,
73,
70,
68,
65,
60,
56,
53,
48,
44,
40,
37,
34,
31,
29,
27,
25,
23,
23,
22,
22,
22,
23,
24,
25,
27,
29,
30,
33,
35,
38,
42,
46,
49,
53,
57,
61,
64,
67,
70,
72,
75,
77,
78,
79,
80,
80,
80,
78,
77,
75,
73,
72,
69,
67,
65,
62,
58,
55,
51,
47,
43,
39,
35,
32,
29,
27,
25,
23,
22,
21,
20,
20,
21,
21,
22,
23,
26,
28,
30,
33,
37,
41,
44,
49,
54,
57,
61,
65,
68,
70,
73,
75,
77,
78,
79,
78,
79,
77,
76,
75,
73,
72,
71,
69,
68,
65,
63,
60,
57,
55,
51,
47,
44,
40,
38,
34,
31,
29,
26,
24,
23,
22,
21,
21,
21,
21,
22,
23,
25,
27,
30,
34,
38,
42,
48,
52,
56,
61,
65,
68,
72,
75,
76,
78,
78,
78,
78,
77,
75,
74,
72,
70,
69,
67,
64,
61,
58,
55,
51,
47,
43,
39,
36,
33,
30,
28,
26,
24,
23,
21,
21,
21,
20,
20,
20,
21,
22,
23,
24,
27,
29,
32,
35,
39,
42,
47,
51,
56,
61,
65,
70,
73,
77,
81,
83,
85,
87,
89,
89,
89,
87,
86,
84,
82,
80,
77,
75,
72,
69,
65,
62,
57,
53,
49,
44,
40,
36,
33,
30,
28,
26,
24,
24,
22,
23,
22,
23,
24,
26,
28,
30,
32,
35,
39,
42,
46,
50,
54,
58,
61,
64,
67,
70,
72,
74,
76,
77,
78,
77,
77,
76,
75,
74,
72,
70,
68,
67,
65,
63,
61,
58,
55,
51,
49,
44,
41,
37,
34,
31,
29,
26,
25,
23,
23,
22,
22,
23,
23,
24,
26,
28,
31,
34,
38,
42,
46,
51,
56,
60,
65,
69,
72,
75,
78,
80,
81,
81,
82,
82,
80,
79,
77,
76,
73,
72,
69,
68,
65,
62,
59,
56,
52,
49,
45,
42,
38,
35,
32,
29,
27,
26,
23,
22,
21,
21,
20,
20,
20,
21,
22,
23,
26,
28,
30,
34,
38,
42,
46,
50,
54,
59,
62,
65,
69,
71,
73,
74,
75,
75,
75,
74,
72,
71,
69,
68,
66,
64,
62,
59,
56,
53,
49,
45,
41,
38,
35,
32,
30,
28,
26,
25,
25,
25,
24,
25,
26,
27,
29,
31,
34,
36,
39,
43,
47,
51,
54,
58,
62,
65,
69,
72,
75,
77,
78,
80,
82,
82,
83,
82,
82,
80,
79,
77,
76,
74,
72,
70,
68,
65,
62,
59,
55,
52,
48,
44,
40,
37,
34,
31,
29,
27,
25,
25,
23,
23,
24,
24,
24,
26,
28,
30,
33,
36,
40,
44,
47,
52,
56,
59,
63,
66,
69,
71,
73,
74,
75,
75,
75,
74,
73,
72,
70,
69,
68,
66,
64,
62,
60,
58,
55,
52,
49,
45,
42,
39,
36,
33,
32,
30,
28,
27,
27,
26,
27,
27,
28,
29,
31,
33,
35,
38,
40,
43,
46,
50,
54,
58,
61,
64,
66,
69,
72,
74,
74,
76,
75,
75,
74,
73,
72,
70,
68,
67,
65,
62,
60,
56,
53,
50,
46,
42,
39,
35,
33,
31,
28,
27,
25,
25,
24,
24,
24,
24,
25,
26,
27,
29,
30,
33,
35,
37,
41,
44,
47,
51,
54,
57,
61,
63,
66,
68,
70,
72,
73,
74,
75,
74,
73,
72,
72,
70,
69,
67,
66,
64,
62,
60,
58,
55,
52,
48,
45,
41,
39,
36,
34,
33,
31,
31,
31,
31,
32,
33,
35,
37,
39,
41,
43,
45,
49,
52,
55,
58,
61,
64,
67,
69,
71,
73,
74,
75,
75,
75,
74,
73,
72,
70,
69,
68,
67,
65,
63,
61,
58,
57,
53,
50,
47,
44,
40,
38,
35,
33,
31,
29,
28,
27,
27,
27,
28,
28,
29,
30,
32,
33,
34,
37,
39,
41,
43,
46,
49,
52,
56,
58,
61,
64,
66,
68,
70,
71,
72,
72,
71,
71,
70,
69,
67,
65,
64,
63,
61,
59,
56,
53,
50,
47,
44,
41,
38,
37,
34,
33,
33,
32,
33,
33,
33,
34,
35,
37,
37,
39,
40,
41,
43,
45,
48,
50,
54,
57,
60,
63,
66,
68,
69,
70,
71,
71,
71,
71,
69,
68,
67,
66,
65,
64,
62,
60,
58,
56,
53,
50,
46,
43,
40,
38,
36,
34,
32,
32,
31,
31,
31,
31,
32,
33,
35,
35,
37,
38,
39,
41,
42,
44,
46,
49,
51,
54,
58,
61,
64,
66,
69,
70,
71,
72,
72,
72,
71,
70,
69,
68,
67,
66,
64,
62,
61,
59,
57,
54,
51,
49,
46,
43,
41,
39,
38,
36,
36,
35,
35,
36,
36,
37,
38,
39,
39,
40,
40,
41,
43,
43,
46,
48,
51,
55,
58,
61,
64,
67,
69,
71,
71,
71,
71,
70,
69,
68,
67,
65,
64,
62,
60,
58,
56,
53,
49,
47,
44,
42,
40,
38,
37,
36,
36,
36,
36,
36,
37,
38,
38,
39,
39,
40,
40,
40,
40,
41,
42,
43,
45,
46,
49,
52,
55,
58,
62,
65,
67,
70,
72,
73,
73,
73,
72,
71,
69,
68,
67,
65,
64,
61,
60,
58,
55,
52,
49,
46,
43,
42,
40,
38,
38,
37,
37,
37,
37,
38,
38,
38,
38,
38,
38,
39,
39,
40,
42,
43,
46,
49,
52,
57,
61,
64,
68,
70,
71,
72,
72,
70,
69,
68,
66,
65,
63,
61,
59,
57,
55,
52,
49,
46,
44,
42,
40,
38,
38,
37,
37,
37,
37,
37,
38,
38,
38,
38,
37,
37,
37,
37,
37,
37,
37,
38,
39,
40,
43,
45,
49,
53,
58,
63,
66,
71,
74,
75,
77,
77,
76,
75,
73,
72,
69,
67,
65,
63,
59,
56,
53,
50,
48,
45,
43,
42,
41,
40,
40,
40,
40,
40,
39,
39,
38,
37,
37,
36,
36,
36,
36,
36,
37,
38,
40,
42,
45,
49,
53,
58,
62,
67,
71,
74,
77,
77,
79,
77,
76,
75,
73,
71,
69,
66,
64,
61,
57,
54,
52,
48,
46,
45,
44,
43,
42,
42,
42,
41,
40,
39,
38,
38,
37,
35,
34,
34,
33,
34,
34,
34,
36,
38,
40,
44,
48,
52,
57,
62,
67,
71,
74,
77,
79,
80,
79,
78,
76,
74,
72,
68,
65,
62,
58,
55,
53,
49,
46,
45,
44,
43,
42,
41,
41,
41,
41,
40,
39,
38,
37,
36,
35,
34,
33,
32,
32,
32,
32,
34,
35,
38,
41,
44,
48,
53,
58,
63,
68,
73,
75,
78,
78,
79,
79,
76,
75,
72,
69,
66,
62,
59,
56,
53,
50,
48,
46,
45,
44,
43,
42,
41,
40,
38,
37,
36,
35,
33,
32,
31,
31,
30,
30,
31,
32,
33,
35,
38,
41,
44,
48,
52,
58,
63,
67,
72,
76,
80,
82,
83,
83,
83,
81,
80,
76,
74,
71,
68,
63,
60,
57,
54,
51,
49,
47,
45,
44,
42,
41,
40,
38,
36,
35,
33,
32,
31,
30,
29,
30,
30,
30,
30,
32,
34,
36,
39,
42,
46,
51,
57,
62,
67,
72,
76,
79,
81,
81,
81,
79,
78,
75,
72,
69,
67,
63,
61,
58,
56,
53,
51,
49,
46,
44,
42,
41,
39,
37,
36,
34,
33,
31,
30,
30,
29,
29,
30,
29,
30,
31,
33,
35,
37,
40,
44,
47,
51,
57,
61,
67,
71,
75,
78,
81,
81,
81,
80,
78,
75,
73,
70,
67,
65,
63,
59,
56,
54,
51,
48,
46,
44,
41,
39,
37,
35,
33,
32,
31,
30,
30,
29,
29,
29,
29,
30,
32,
34,
35,
38,
41,
44,
49,
54,
59,
64,
69,
74,
78,
80,
82,
83,
82,
81,
78,
76,
74,
71,
69,
66,
63,
61,
58,
55,
52,
49,
46,
43,
41,
39,
38,
36,
35,
33,
32,
31,
30,
30,
30,
29,
30,
31,
31,
33,
35,
38,
41,
44,
48,
53,
58,
63,
68,
72,
76,
78,
80,
81,
81,
80,
78,
76,
74,
72,
70,
67,
64,
60,
57,
53,
50,
47,
45,
42,
39,
38,
36,
34,
33,
32,
31,
30,
29,
29,
29,
29,
29,
30,
31,
32,
35,
37,
39,
42,
46,
50,
55,
60,
64,
69,
73,
76,
79,
80,
81,
80,
79,
77,
76,
73,
70,
68,
64,
61,
58,
55,
52,
48,
46,
43,
41,
39,
38,
36,
34,
33,
32,
31,
31,
31,
31,
30,
31,
32,
33,
35,
37,
40,
43,
47,
51,
56,
61,
65,
69,
72,
75,
76,
77,
77,
77,
76,
76,
74,
73,
71,
69,
66,
64,
61,
57,
55,
52,
48,
45,
43,
41,
38,
37,
35,
33,
32,
31,
31,
30,
30,
30,
30,
31,
32,
33,
36,
37,
40,
44,
48,
52,
57,
61,
65,
69,
71,
74,
74,
75,
75,
75,
74,
73,
73,
71,
70,
67,
65,
62,
59,
56,
53,
50,
46,
44,
42,
39,
38,
36,
35,
34,
32,
32,
32,
31,
31,
32,
32,
33,
34,
36,
38,
41,
44,
47,
51,
56,
60,
63,
67,
69,
71,
72,
72,
72,
72,
72,
72,
71,
71,
70,
69,
67,
65,
62,
59,
57,
53,
50,
47,
44,
42,
40,
38,
36,
34,
33,
32,
32,
31,
31,
31,
32,
33,
34,
36,
39,
41,
45,
48,
52,
56,
61,
64,
66,
69,
69,
70,
70,
70,
71,
71,
71,
72,
71,
71,
70,
68,
66,
63,
60,
58,
55,
51,
48,
45,
43,
40,
39,
37,
36,
34,
33,
33,
32,
32,
32,
33,
33,
34,
36,
38,
40,
43,
46,
49,
52,
57,
60,
63,
65,
66,
68,
68,
68,
69,
69,
70,
71,
71,
71,
70,
69,
67,
64,
61,
59,
55,
52,
48,
46,
43,
41,
39,
37,
36,
34,
34,
33,
33,
33,
33,
34,
34,
36,
38,
40,
42,
45,
48,
52,
55,
58,
61,
63,
65,
66,
66,
67,
68,
69,
70,
71,
71,
72,
72,
71,
71,
68,
66,
63,
60,
56,
53,
50,
47,
44,
42,
40,
38,
37,
35,
34,
34,
33,
33,
33,
33,
34,
35,
36,
38,
40,
42,
45,
48,
52,
55,
59,
60,
62,
64,
65,
67,
68,
69,
70,
71,
71,
71,
71,
70,
68,
66,
63,
59,
56,
53,
50,
47,
44,
43,
41,
39,
37,
36,
35,
34,
34,
34,
33,
33,
34,
35,
37,
38,
40,
42,
44,
47,
50,
53,
56,
58,
61,
63,
65,
67,
69,
70,
71,
73,
73,
73,
73,
72,
71,
69,
66,
63,
60,
57,
53,
50,
47,
44,
43,
41,
39,
37,
36,
35,
35,
34,
34,
34,
34,
34,
35,
36,
38,
39,
41,
43,
46,
49,
51,
55,
58,
61,
64,
66,
68,
71,
73,
74,
74,
75,
74,
74,
72,
70,
67,
64,
61,
58,
55,
52,
49,
46,
44,
42,
40,
39,
38,
36,
36,
35,
35,
35,
35,
35,
36,
37,
38,
39,
40,
42,
44,
47,
50,
53,
56,
59,
61,
65,
67,
70,
72,
74,
75,
75,
75,
74,
72,
70,
67,
64,
61,
58,
55,
52,
49,
46,
44,
42,
41,
40,
38,
37,
36,
36,
35,
35,
36,
36,
35,
36,
38,
37,
39,
40,
42,
44,
46,
49,
51,
55,
59,
61,
65,
68,
70,
73,
75,
75,
75,
75,
74,
72,
70,
67,
64,
61,
58,
55,
52,
49,
47,
45,
43,
41,
40,
39,
39,
38,
37,
37,
37,
37,
37,
37,
38,
39,
40,
41,
43,
44,
47,
49,
52,
55,
59,
61,
65,
68,
70,
72,
74,
74,
74,
73,
72,
70,
67,
64,
61,
58,
56,
53,
50,
48,
46,
44,
42,
41,
40,
39,
39,
38,
38,
38,
38,
37,
38,
38,
38,
39,
39,
40,
42,
43,
44,
46,
49,
51,
55,
58,
60,
64,
67,
70,
72,
74,
74,
74,
73,
72,
70,
67,
64,
61,
59,
56,
54,
51,
48,
47,
45,
44,
43,
42,
41,
40,
40,
40,
39,
40,
39,
40,
40,
40,
41,
42,
43,
44,
46,
48,
49,
52,
55,
58,
61,
64,
67,
69,
71,
72,
73,
73,
72,
70,
68,
66,
63,
61,
58,
56,
53,
51,
49,
47,
46,
45,
43,
43,
42,
41,
41,
41,
40,
41,
40,
40,
41,
40,
41,
42,
43,
43,
45,
46,
48,
50,
53,
55,
58,
61,
63,
66,
68,
70,
71,
71,
71,
70,
68,
66,
64,
61,
59,
57,
54,
53,
51,
49,
48,
47,
46,
45,
44,
44,
43,
43,
43,
43,
43,
43,
44,
45,
46,
49,
53,
57,
60,
63,
65,
65,
64,
63,
62,
59,
58,
55,
54,
51,
49,
47,
46,
45,
44,
43,
42,
42,
42,
42,
41,
41,
40,
40,
40,
40,
39,
40,
39,
39,
39,
39,
39,
39,
39,
39,
39,
38,
38,
38,
39,
39,
39,
40,
41,
41,
42,
43,
44,
44,
45,
45,
46,
47,
47,
48,
49,
49,
50,
51,
51,
52,
53,
54,
55,
57,
59,
60,
63,
66,
68,
70,
72,
73,
73,
73,
71,
70,
68,
65,
63,
60,
58,
56,
53,
51,
49,
47,
45,
44,
43,
42,
41,
41,
40,
40,
39,
39,
38,
38,
39,
39,
39,
39,
40,
